,alpha_1,alpha_2,alpha_3,from_vae
haired,1.309169054031372,1.5104334354400635,1.1803975105285645,True
hairless,1.57699453830719,1.9841641187667847,1.4388413429260254,True
hairlike,1.4132707118988037,2.1111958026885986,1.4755332469940186,True
hairline,1.069683313369751,1.7530319690704346,1.1772847175598145,True
hairloss,1.9970970153808594,1.6469969749450684,1.3559061288833618,True
hairpiece,1.3238170146942139,1.496584177017212,1.1795988082885742,True
hairpin,1.069683313369751,1.7530319690704346,1.1772847175598145,True
hairsplitter,1.3279825448989868,1.4926553964614868,1.1793620586395264,True
hairsplitting,1.2776010036468506,2.305638074874878,1.4167609214782715,True
hairstyle,1.148085594177246,1.6681723594665527,1.1837419271469116,True
hairstylist,1.0753772258758545,1.7468626499176025,1.1777602434158325,True
hairy,1.5611295700073242,1.9823846817016602,1.456485629081726,True
haitian,1.2448697090148926,1.463590383529663,1.2915397882461548,True
hajduk,1.0717591047286987,1.7507967948913574,1.1774439811706543,True
hak,1.0000110864639282,1.9993460178375244,1.0006427764892578,True
hakapik,1.3175512552261353,1.5025014877319336,1.1799472570419312,True
hakuho,1.1551679372787476,1.6609504222869873,1.1838817596435547,True
halakah,1.190721035003662,1.6252789497375488,1.184000015258789,True
halal,1.2966703176498413,2.2895681858062744,1.4137616157531738,True
halberd,1.0749726295471191,1.7473044395446777,1.1777228116989136,True
halcyon,1.3709503412246704,4.157691955566406,1.4713575839996338,True
hale,1.177203893661499,3.5702221393585205,1.2525739669799805,True
haleness,1.0827968120574951,1.738694190979004,1.178508996963501,True
half,1.4258809089660645,2.1063852310180664,1.4677339792251587,True
half-and-half,1.2448697090148926,1.463590383529663,1.2915397882461548,True
half-bound,1.2448697090148926,1.463590383529663,1.2915397882461548,True
half-breed,1.2448697090148926,1.463590383529663,1.2915397882461548,True
half-crazed,1.286742091178894,1.4557538032531738,1.2575041055679321,True
half-dark,1.3279825448989868,1.4926553964614868,1.1793620586395264,True
half-grin,1.3321375846862793,1.4887404441833496,1.1791220903396606,True
half-hardy,1.286742091178894,1.4557538032531738,1.2575041055679321,True
half-heartedly,1.0806485414505005,1.7410690784454346,1.1782822608947754,True
half-hourly,1.2448697090148926,1.463590383529663,1.2915397882461548,True
half-length,1.2448697090148926,1.463590383529663,1.2915397882461548,True
half-lidded,1.0710594654083252,1.7515523433685303,1.1773881912231445,True
half-lit,1.3279825448989868,1.4926553964614868,1.1793620586395264,True
half-seas-over,1.2544214725494385,1.461851954460144,1.283726692199707,True
half-sitting,1.0732476711273193,1.7491835355758667,1.177568793296814,True
half-size,1.5987886190414429,1.9467623233795166,1.4544490575790405,True
half-sized,1.3342108726501465,1.486788272857666,1.1790008544921875,True
half-timbered,1.2448697090148926,1.463590383529663,1.2915397882461548,True
half-time,1.234553337097168,1.4863287210464478,1.2791179418563843,True
half-tracked,1.2448697090148926,1.463590383529663,1.2915397882461548,True
halfhearted,2.410917043685913,2.0730881690979004,1.5159947872161865,True
halfheartedly,2.4135758876800537,2.070158004760742,1.5162663459777832,True
halfpenny,1.1486297845840454,1.6676145792007446,1.18375563621521,True
halftime,1.0721441507339478,1.7503803968429565,1.1774754524230957,True
halftrack,1.2986574172973633,1.5204085111618042,1.1809340715408325,True
halfway,2.215484142303467,2.151075839996338,1.6334400177001953,True
halgan,1.2986574172973633,1.5204085111618042,1.1809340715408325,True
halhul,1.1536136865615845,1.6625282764434814,1.1838579177856445,True
halictid,1.0744370222091675,1.7478890419006348,1.1776740550994873,True
halictidae,1.0744370222091675,1.7478890419006348,1.1776740550994873,True
halide,1.166887879371643,1.6491270065307617,1.1839851140975952,True
halitosis,1.3279825448989868,1.4926553964614868,1.1793620586395264,True
hall,1.079490065574646,1.742347002029419,1.178162932395935,True
hallelujah,1.0001450777053833,1.9952781200408936,1.0045769214630127,True
hallmark,1.047011137008667,1.914825201034546,1.0381637811660767,True
hallmarks,1.047011137008667,1.914825201034546,1.0381637811660767,True
halloo,1.313363790512085,1.5064617395401,1.1801745891571045,True
hallowed,1.2273828983306885,4.495996475219727,1.2766203880310059,True
halloween,1.0787044763565063,1.743212342262268,1.1780831813812256,True
halloweentown,1.290252447128296,1.5284103155136108,1.1813372373580933,True
hallucinate,1.976226568222046,1.6667027473449707,1.3570706844329834,True
hallucinating,1.611985206604004,1.959679126739502,1.4283356666564941,True
hallucination,1.988776445388794,1.6548407077789307,1.3563828468322754,True
hallucinatory,1.5938113927841187,1.968177080154419,1.4380114078521729,True
hallucinogen,1.3049681186676025,1.514415979385376,1.1806159019470215,True
hallucinogenic,1.5135878324508667,2.066816806793213,1.4195952415466309,True
hallux,1.288160800933838,1.5304057598114014,1.1814334392547607,True
hallway,1.160064458847046,1.6560008525848389,1.1839345693588257,True
halo,1.0753772258758545,1.7468626499176025,1.1777602434158325,True
halogen,1.0733786821365356,1.7490410804748535,1.1775801181793213,True
halomot,1.195783019065857,1.6202456951141357,1.1839712858200073,True
haloperidol,1.0810878276824951,1.7405840158462524,1.1783281564712524,True
halt,1.9957311153411865,1.6637297868728638,1.3405392169952393,True
halting,1.243683934211731,1.4846389293670654,1.2716771364212036,True
haltingly,1.3049681186676025,1.514415979385376,1.1806159019470215,True
halvah,1.1561647653579712,1.659940242767334,1.1838948726654053,True
halve,1.1745609045028687,1.641421914100647,1.1840171813964844,True
halyard,1.171459436416626,1.6445332765579224,1.1840072870254517,True
ham,1.1537543535232544,1.6623854637145996,1.1838603019714355,True
ham-fisted,1.3279825448989868,1.4926553964614868,1.1793620586395264,True
hamam,1.079060435295105,1.7428205013275146,1.17811918258667,True
hamartoma,1.3321375846862793,1.4887404441833496,1.1791220903396606,True
hamate,1.288160800933838,1.5304057598114014,1.1814334392547607,True
hamauzu,1.0845462083816528,1.7367563247680664,1.1786974668502808,True
hamburger,1.1609418392181396,1.6551159620285034,1.183942198753357,True
hamelia,1.0733786821365356,1.7490410804748535,1.1775801181793213,True
hamlet,1.3259010314941406,1.4946180582046509,1.179480791091919,True
hammer,1.1730048656463623,1.6429824829101562,1.184012770652771,True
hammer-shaped,1.2448697090148926,1.463590383529663,1.2915397882461548,True
hammered,1.2044187784194946,1.5563833713531494,1.2391977310180664,True
hammerhead,1.3279825448989868,1.4926553964614868,1.1793620586395264,True
hammerkop,1.3007621765136719,1.5184085369110107,1.1808292865753174,True
hammerstone,1.1557368040084839,1.6603738069534302,1.1838895082473755,True
hammondia,1.0803571939468384,1.7413907051086426,1.178252100944519,True
hammy,1.5360796451568604,2.0313334465026855,1.432586908340454,True
hamper,2.531691312789917,1.9759619235992432,1.4923467636108398,True
hampered,1.66495943069458,1.1582565307617188,1.1767840385437012,True
hamsalekha,1.0845462083816528,1.7367563247680664,1.1786974668502808,True
hamstring,1.3279825448989868,1.4926553964614868,1.1793620586395264,True
hand,1.7874916791915894,2.901135206222534,1.3113731145858765,True
hand-me-down,1.2448697090148926,1.463590383529663,1.2915397882461548,True
hand-to-hand,1.224392294883728,1.5093971490859985,1.2662104368209839,True
hand-to-mouth,1.6022005081176758,1.9602339267730713,1.437565565109253,True
hand-waving,1.3049681186676025,1.514415979385376,1.1806159019470215,True
hand-wringing,1.3112671375274658,1.508446216583252,1.1802866458892822,True
handakuten,1.3070693016052246,1.5124232769012451,1.1805073022842407,True
handbag,1.1699248552322388,1.6460742950439453,1.184000849723816,True
handball,1.1607953310012817,1.6552637815475464,1.1839410066604614,True
handbill,1.083324909210205,1.7381095886230469,1.178565502166748,True
handbook,1.069683313369751,1.7530319690704346,1.1772847175598145,True
handclap,1.0766749382019043,1.7454420328140259,1.1778831481933594,True
handcuff,1.1745609045028687,1.641421914100647,1.1840171813964844,True
handed,1.2448697090148926,1.463590383529663,1.2915397882461548,True
handedly,1.3238170146942139,1.496584177017212,1.1795988082885742,True
handelian,1.2448697090148926,1.463590383529663,1.2915397882461548,True
handful,1.3445297479629517,1.4770925045013428,1.1783778667449951,True
handgrip,1.3154584169387817,1.5044801235198975,1.1800614595413208,True
handgun,1.313363790512085,1.5064617395401,1.1801745891571045,True
handheld,1.4004640579223633,2.1241085529327393,1.4754273891448975,True
handicap,2.0095980167388916,1.6785461902618408,1.3118559122085571,True
handicapped,2.6436548233032227,1.7795451879501343,1.5768001079559326,True
handicapper,1.302865743637085,1.5164110660552979,1.1807231903076172,True
handicraftsman,1.0972825288772583,1.7226107120513916,1.1801066398620605,True
handier,1.047011137008667,1.914825201034546,1.0381637811660767,True
handily,1.1240317821502686,2.6598880290985107,1.2160803079605103,True
handjob,1.1419620513916016,1.6744836568832397,1.1835542917251587,True
handkerchief,1.1584659814834595,1.6576142311096191,1.1839197874069214,True
handle,1.1516568660736084,1.664520502090454,1.183822512626648,True
handlebar,1.160064458847046,1.6560008525848389,1.1839345693588257,True
handled,1.2448697090148926,1.463590383529663,1.2915397882461548,True
handleless,1.2448697090148926,1.463590383529663,1.2915397882461548,True
handler,1.3007621765136719,1.5184085369110107,1.1808292865753174,True
handless,1.5689772367477417,2.0031771659851074,1.4278455972671509,True
handmade,1.3928195238113403,2.131901979446411,1.4752782583236694,True
handmaid,1.2839900255203247,1.534389853477478,1.1816201210021973,True
handmaiden,1.2819111347198486,1.5363786220550537,1.1817102432250977,True
handout,1.0802844762802124,1.7414709329605103,1.1782445907592773,True
handover,1.0749726295471191,1.7473044395446777,1.1777228116989136,True
handrail,1.1555943489074707,1.6605180501937866,1.1838876008987427,True
hands-down,1.375509262084961,3.1161890029907227,1.5083017349243164,True
hands-off,1.298621416091919,1.4532173871994019,1.2481610774993896,True
hands-on,1.2448697090148926,1.463590383529663,1.2915397882461548,True
handsaw,1.0875275135040283,1.7334481477737427,1.1790242195129395,True
handset,1.1596273183822632,1.6564421653747559,1.1839306354522705,True
handshake,1.1554521322250366,1.6606621742248535,1.1838855743408203,True
handsome,1.228021502494812,5.494996547698975,1.276982307434082,True
handsomely,1.0470222234725952,2.9141712188720703,1.0388065576553345,True
handsomeness,1.0001813173294067,1.9983513355255127,1.001467227935791,True
handsomer,1.0000087022781372,1.999596118927002,1.0003952980041504,True
handsomest,1.0686769485473633,2.753309726715088,1.1780132055282593,True
handspun,1.1596273183822632,1.6564421653747559,1.1839306354522705,True
handstand,1.2819111347198486,1.5363786220550537,1.1817102432250977,True
handstitched,1.2448697090148926,1.463590383529663,1.2915397882461548,True
handwash,1.3238170146942139,1.496584177017212,1.1795988082885742,True
handwear,1.0898813009262085,1.7308335304260254,1.1792852878570557,True
handwheel,1.160064458847046,1.6560008525848389,1.1839345693588257,True
handwork,1.0745705366134644,1.7477434873580933,1.177686095237732,True
handwoven,1.4044970273971558,2.120032548904419,1.4754704236984253,True
handwriting,1.2986574172973633,1.5204085111618042,1.1809340715408325,True
handwritten,1.3266215324401855,2.2034406661987305,1.469937801361084,True
handy,1.455629825592041,5.009064197540283,1.5353060960769653,True
handycam,1.1684010028839111,1.6476054191589355,1.1839934587478638,True
handyman,1.1495866775512695,1.6666349172592163,1.1837784051895142,True
hang,2.517608642578125,1.9901690483093262,1.492222547531128,True
hangar,1.160064458847046,1.6560008525848389,1.1839345693588257,True
hangdog,1.4560779333114624,2.096219539642334,1.4477026462554932,True
hanger,1.069683313369751,1.7530319690704346,1.1772847175598145,True
hanger-on,1.0776472091674805,1.7443749904632568,1.1779778003692627,True
hangers,1.1487661600112915,1.6674749851226807,1.1837589740753174,True
hangman,1.0821232795715332,1.7394394874572754,1.1784372329711914,True
hangout,1.1554521322250366,1.6606621742248535,1.1838855743408203,True
hangover,1.180893898010254,1.6350820064544678,1.1840239763259888,True
hangry,1.3196420669555664,1.500525951385498,1.179832100868225,True
hangs,1.66495943069458,1.1582565307617188,1.1767840385437012,True
hangtag,1.1461957693099976,1.6701133251190186,1.1836907863616943,True
hank,1.171459436416626,1.6445332765579224,1.1840072870254517,True
hanker,1.0747712850570679,1.7475242614746094,1.1777043342590332,True
hankie,1.1504114866256714,1.665791630744934,1.1837968826293945,True
hanky,1.1504114866256714,1.665791630744934,1.1837968826293945,True
hanoverian,1.2448697090148926,1.463590383529663,1.2915397882461548,True
hansberry,1.1606489419937134,1.6554113626480103,1.1839396953582764,True
hantu,1.211562156677246,1.6046335697174072,1.1838042736053467,True
hanzi,1.3070693016052246,1.5124232769012451,1.1805073022842407,True
hanzo,1.1589006185531616,1.6571754217147827,1.1839239597320557,True
haoma,1.0893886089324951,1.7313809394836426,1.1792304515838623,True
hap,1.3238170146942139,1.496584177017212,1.1795988082885742,True
haphazard,3.3506808280944824,1.9999568462371826,1.649362564086914,True
haphazardly,1.3238170146942139,1.496584177017212,1.1795988082885742,True
haphazardness,1.313363790512085,1.5064617395401,1.1801745891571045,True
hapless,4.217957496643066,2.116513729095459,1.6655287742614746,True
haplessly,1.2009446620941162,1.6151247024536133,1.18393075466156,True
haplessness,1.9802273511886597,1.0015668869018555,1.0182058811187744,True
haploinsufficiency,1.3112671375274658,1.508446216583252,1.1802866458892822,True
haplomitrium,1.3007621765136719,1.5184085369110107,1.1808292865753174,True
haply,1.1513793468475342,1.6648036241531372,1.1838170289993286,True
happen,1.068398356437683,1.7544054985046387,1.1771961450576782,True
happeneth,1.3154584169387817,1.5044801235198975,1.1800614595413208,True
happening,1.288160800933838,1.5304057598114014,1.1814334392547607,True
happenstance,1.0779978036880493,1.7439897060394287,1.178012490272522,True
happier,1.1198145151138306,3.66377854347229,1.2164071798324585,True
happiest,1.0729975700378418,2.747560501098633,1.1794419288635254,True
happily,1.168623924255371,3.60996675491333,1.2214094400405884,True
happiness,1.1708801984786987,4.5886664390563965,1.2404536008834839,True
happing,1.0001916885375977,1.9968444108963013,1.0029640197753906,True
happy,1.4114502668380737,6.094995021820068,1.493554949760437,True
happy-go-lucky,1.3465830087661743,1.4751689434051514,1.1782480478286743,True
haptic,1.1530522108078003,1.6630994081497192,1.1838483810424805,True
haptically,1.1530522108078003,1.6630994081497192,1.1838483810424805,True
haradasun,1.0847773551940918,1.7365000247955322,1.178722620010376,True
harajuku,1.0868903398513794,1.7341556549072266,1.178954005241394,True
harangue,1.9741284847259521,1.6686899662017822,1.3571815490722656,True
harass,3.5720608234405518,1.9334441423416138,1.4944950342178345,True
harassed,2.6624889373779297,1.1587779521942139,1.178733229637146,True
harasser,2.0806217193603516,1.7383548021316528,1.1810235977172852,True
harassers,1.9982256889343262,1.0005601644515991,1.0012141466140747,True
harasses,2.6624889373779297,1.1587779521942139,1.178733229637146,True
harassing,1.9916088581085205,1.0053164958953857,1.0030746459960938,True
harassment,4.254546642303467,2.0902161598205566,1.6552369594573975,True
harassments,1.998618483543396,1.0003455877304077,1.0010359287261963,True
harbinger,1.3321375846862793,1.4887404441833496,1.1791220903396606,True
harbiye,1.079060435295105,1.7428205013275146,1.17811918258667,True
harbor,1.1699248552322388,1.6460742950439453,1.184000849723816,True
harboring,2.3327081203460693,1.3293309211730957,1.337961196899414,True
harbors,2.3327081203460693,1.3293309211730957,1.337961196899414,True
harbour,1.0737736225128174,1.7486116886138916,1.1776148080825806,True
hard,4.308696746826172,2.6370022296905518,2.0543012619018555,True
hard-baked,1.286742091178894,1.4557538032531738,1.2575041055679321,True
hard-boiled,1.2448697090148926,1.463590383529663,1.2915397882461548,True
hard-core,1.2985631227493286,2.2575762271881104,1.443860411643982,True
hard-drinking,1.3196420669555664,1.500525951385498,1.179832100868225,True
hard-fought,1.2924385070800781,2.304180145263672,1.40338134765625,True
hard-hit,2.3327081203460693,1.3293309211730957,1.337961196899414,True
hard-hitting,1.1761279106140137,1.6398515701293945,1.1840205192565918,True
hard-line,2.3327081203460693,1.3293309211730957,1.337961196899414,True
hard-liner,1.66495943069458,1.1582565307617188,1.1767840385437012,True
hard-nosed,1.321730613708496,1.4985533952713013,1.179715871810913,True
hard-rocking,1.0770899057388306,1.7449867725372314,1.1779232025146484,True
hard-shelled,1.2753794193267822,1.4579439163208008,1.266676664352417,True
hard-won,1.082421898841858,1.7391090393066406,1.1784690618515015,True
hard-working,1.4060465097427368,3.3385941982269287,1.2553592920303345,True
hardball,2.6523501873016357,1.8298568725585938,1.5177931785583496,True
hardcase,1.3279825448989868,1.4926553964614868,1.1793620586395264,True
hardcopy,1.1684010028839111,1.6476054191589355,1.1839934587478638,True
hardcore,1.2880253791809082,2.3039791584014893,1.4079952239990234,True
hardcover,1.2544214725494385,1.461851954460144,1.283726692199707,True
harddrive,1.1553099155426025,1.66080641746521,1.1838836669921875,True
harden,1.66495943069458,1.1582565307617188,1.1767840385437012,True
hardened,2.576996326446533,1.8034075498580933,1.6195964813232422,True
hardening,1.2944481372833252,1.5244126319885254,1.1811392307281494,True
harder,1.1761279106140137,1.6398515701293945,1.1840205192565918,True
hardest,1.1419620513916016,1.6744836568832397,1.1835542917251587,True
hardhat,1.3154584169387817,1.5044801235198975,1.1800614595413208,True
hardheaded,2.6166980266571045,1.8637207746505737,1.5195813179016113,True
hardhearted,2.6710562705993652,1.8122260570526123,1.5167176723480225,True
hardheartedness,1.3465830087661743,1.4751689434051514,1.1782480478286743,True
hardier,1.8172149658203125,3.8447983264923096,1.3379871845245361,True
hardiest,1.3049681186676025,1.514415979385376,1.1806159019470215,True
hardihood,1.0827968120574951,1.738694190979004,1.178508996963501,True
hardiness,1.0760571956634521,1.7461187839508057,1.1778240203857422,True
hardline,1.234553337097168,1.4863287210464478,1.2791179418563843,True
hardliner,1.66495943069458,1.1582565307617188,1.1767840385437012,True
hardliners,2.3327081203460693,1.3293309211730957,1.337961196899414,True
hardly,1.9873906373977661,1.671600341796875,1.3410091400146484,True
hardness,1.3154584169387817,1.5044801235198975,1.1800614595413208,True
hardscrabble,1.5698275566101074,1.9823565483093262,1.4478158950805664,True
hardship,3.6696465015411377,1.8286179304122925,1.5017355680465698,True
hardships,2.3327081203460693,1.3293309211730957,1.337961196899414,True
hardware,1.1520742177963257,1.664095163345337,1.1838306188583374,True
hardwood,1.1684010028839111,1.6476054191589355,1.1839934587478638,True
hardwork,1.075920581817627,1.7462682723999023,1.1778111457824707,True
hardy,1.5229166746139526,5.902878284454346,1.574204921722412,True
hardyville,1.3049681186676025,1.514415979385376,1.1806159019470215,True
hare,1.1575993299484253,1.6584893465042114,1.1839112043380737,True
harebell,1.2965518236160278,1.5224106311798096,1.181037425994873,True
harjo,1.1547425985336304,1.6613819599151611,1.183875560760498,True
harlequinade,1.081677794456482,1.7399321794509888,1.1783901453018188,True
harlot,1.2923482656478882,1.5264126062393188,1.181239128112793,True
harlotry,1.3007621765136719,1.5184085369110107,1.1808292865753174,True
harm,4.352385520935059,1.9965364933013916,1.651078462600708,True
harmaline,1.330061435699463,1.4906961917877197,1.179242491722107,True
harmed,2.6596038341522217,1.159116268157959,1.1812798976898193,True
harmful,3.5137863159179688,2.5845017433166504,1.901712417602539,True
harmfully,1.997950792312622,1.0005723237991333,1.001476764678955,True
harmfulness,2.3070449829101562,1.5109549760818481,1.181999921798706,True
harming,1.997701644897461,1.0005333423614502,1.0017651319503784,True
harmless,1.7427457571029663,5.726966381072998,1.5302878618240356,True
harmlessly,1.0796953439712524,2.7333316802978516,1.186972975730896,True
harmlessness,1.0006356239318848,1.9921703338623047,1.0071941614151,True
harmonic,1.325179100036621,3.2042768001556396,1.4705440998077393,True
harmonica,1.0072627067565918,1.962095022201538,1.0306422710418701,True
harmonical,1.0778573751449585,1.7441439628601074,1.177998661994934,True
harmonically,1.2987266778945923,2.5186517238616943,1.1826215982437134,True
harmonicas,1.1520836353302002,1.6452531814575195,1.2026633024215698,True
harmonicist,1.0315468311309814,1.862659215927124,1.1057939529418945,True
harmonicists,1.0161458253860474,1.949194073677063,1.0346601009368896,True
harmonicity,1.0850868225097656,1.736156940460205,1.1787562370300293,True
harmonics,1.0001164674758911,1.9988908767700195,1.000992774963379,True
harmonies,1.0001267194747925,1.9986732006072998,1.0012001991271973,True
harmonious,1.4262168407440186,6.06574821472168,1.5080351829528809,True
harmoniously,1.178958773612976,4.56710958480835,1.2539317607879639,True
harmoniousness,1.0000094175338745,1.9995120763778687,1.0004785060882568,True
harmonise,1.0693886280059814,2.752250909805298,1.1783605813980103,True
harmonised,1.0000911951065063,1.9968273639678955,1.0030814409255981,True
harmonising,1.000028133392334,1.9961329698562622,1.0038388967514038,True
harmonium,1.008438229560852,1.9594613313674927,1.0321004390716553,True
harmoniums,1.0040228366851807,1.9853066205978394,1.01067054271698,True
harmonizable,1.1946274042129517,1.579697847366333,1.2256747484207153,True
harmonization,1.0000195503234863,1.9995001554489136,1.0004802942276,True
harmonizations,1.0013933181762695,1.992098331451416,1.0065083503723145,True
harmonize,1.1712912321090698,4.588287353515625,1.240421175956726,True
harmonized,1.3095066547393799,3.271348714828491,1.4191447496414185,True
harmonizer,1.000025987625122,1.9990637302398682,1.0009104013442993,True
harmonizers,1.000112533569336,1.998478651046753,1.0014086961746216,True
harmonizes,1.0000600814819336,1.9988048076629639,1.001135230064392,True
harmonizing,1.0000265836715698,1.9988422393798828,1.001131296157837,True
harmony,1.2258175611495972,5.4973344802856445,1.2768481969833374,True
harms,3.3232083320617676,1.3338459730148315,1.3429455757141113,True
harness,1.360620379447937,2.4351258277893066,1.2042537927627563,True
harnessed,1.2448697090148926,1.463590383529663,1.2915397882461548,True
harp-shaped,1.2448697090148926,1.463590383529663,1.2915397882461548,True
harping,1.0753772258758545,1.7468626499176025,1.1777602434158325,True
harpoon,1.3175512552261353,1.5025014877319336,1.1799472570419312,True
harpooner,1.3175512552261353,1.5025014877319336,1.1799472570419312,True
harpsichord,1.1613818407058716,1.6546721458435059,1.1839460134506226,True
harpy,1.9804179668426514,1.6627366542816162,1.356845498085022,True
harridan,1.9741284847259521,1.6686899662017822,1.3571815490722656,True
harried,3.657711982727051,1.8148694038391113,1.527418613433838,True
harrow,1.978323221206665,1.6647182703018188,1.3569586277008057,True
harrowing,1.0732476711273193,1.7491835355758667,1.177568793296814,True
harrumph,1.2170120477676392,1.5992751121520996,1.1837128400802612,True
harsh,4.384345531463623,2.724686622619629,1.8909680843353271,True
harsh-voiced,1.2448697090148926,1.463590383529663,1.2915397882461548,True
harshen,1.3112671375274658,1.508446216583252,1.1802866458892822,True
harsher,2.306377410888672,1.5108875036239624,1.1827349662780762,True
harshest,2.315520763397217,1.501853108406067,1.1826263666152954,True
harshly,2.650259256362915,1.8318324089050293,1.5179083347320557,True
harshness,1.3196420669555664,1.500525951385498,1.179832100868225,True
hartebeest,1.2965518236160278,1.5224106311798096,1.181037425994873,True
harthacnut,1.3154584169387817,1.5044801235198975,1.1800614595413208,True
harum-scarum,1.3465830087661743,1.4751689434051514,1.1782480478286743,True
harvest,1.1547425985336304,1.6613819599151611,1.183875560760498,True
harvesting,1.0836284160614014,1.7377734184265137,1.178598165512085,True
has-been,1.3486324548721313,1.4732508659362793,1.1781166791915894,True
hasbro,1.1502737998962402,1.6659324169158936,1.1837937831878662,True
hash,1.1761279106140137,1.6398515701293945,1.1840205192565918,True
hashish,1.2860732078552246,1.5323988199234009,1.181527853012085,True
hashmap,1.1761279106140137,1.6398515701293945,1.1840205192565918,True
hasid,1.1730048656463623,1.6429824829101562,1.184012770652771,True
hasmonean,1.1536136865615845,1.6625282764434814,1.1838579177856445,True
hassall,1.180893898010254,1.6350820064544678,1.1840239763259888,True
hasseling,1.66495943069458,1.1582565307617188,1.1767840385437012,True
hasselt,1.3049681186676025,1.514415979385376,1.1806159019470215,True
hassidic,1.2448697090148926,1.463590383529663,1.2915397882461548,True
hassle,2.574852466583252,1.9329900741577148,1.4921575784683228,True
hassle-free,1.3342108726501465,1.486788272857666,1.1790008544921875,True
hassled,1.66495943069458,1.1582565307617188,1.1767840385437012,True
hassles,1.66495943069458,1.1582565307617188,1.1767840385437012,True
haste,2.484503984451294,1.9937098026275635,1.5217864513397217,True
hasten,1.2860732078552246,1.5323988199234009,1.181527853012085,True
hastily,1.9699275493621826,1.6726725101470947,1.3573999404907227,True
hastily-written,1.336281180381775,1.484839677810669,1.1788790225982666,True
hastiness,1.2923482656478882,1.5264126062393188,1.181239128112793,True
hasty,2.637676239013672,1.8437469005584717,1.5185770988464355,True
hat,1.1561647653579712,1.659940242767334,1.1838948726654053,True
hatband,1.0777872800827026,1.7442209720611572,1.1779916286468506,True
hatch,1.1607953310012817,1.6552637815475464,1.1839410066604614,True
hatchback,1.1777056455612183,1.6382715702056885,1.1840227842330933,True
hatched,1.2448697090148926,1.463590383529663,1.2915397882461548,True
hatchet,1.3196420669555664,1.500525951385498,1.179832100868225,True
hatchway,1.321730613708496,1.4985533952713013,1.179715871810913,True
hate,3.6799609661102295,1.8282917737960815,1.491747260093689,True
hated,2.6616978645324707,1.1598312854766846,1.1784707307815552,True
hateful,3.807237148284912,2.4518983364105225,1.7408645153045654,True
hatefully,3.5405397415161133,1.9360897541046143,1.5233702659606934,True
hatefulness,2.655834674835205,1.16379714012146,1.180368185043335,True
hater,3.6478662490844727,1.8574552536010742,1.4946784973144531,True
haters,2.66216778755188,1.1587105989456177,1.179121494293213,True
hates,2.6605961322784424,1.1587951183319092,1.1806087493896484,True
hatha,1.0704927444458008,1.7521626949310303,1.177344560623169,True
hating,2.659745693206787,1.1591604948043823,1.1810938119888306,True
hatless,1.298621416091919,1.4532173871994019,1.2481610774993896,True
hatred,3.576385021209717,1.927477240562439,1.4961379766464233,True
hatted,1.2533906698226929,1.4828211069107056,1.263788104057312,True
hattiesburg,1.3112671375274658,1.508446216583252,1.1802866458892822,True
hauberk,1.288160800933838,1.5304057598114014,1.1814334392547607,True
haughtily,1.7350773811340332,1.9108222723007202,1.3541004657745361,True
haughtiness,1.0728559494018555,1.7496088743209839,1.1775351762771606,True
haughty,3.369387149810791,1.9823260307312012,1.6482868194580078,True
hauksbk,1.302865743637085,1.5164110660552979,1.1807231903076172,True
haul,1.1489026546478271,1.667335033416748,1.1837623119354248,True
hauler,1.0845462083816528,1.7367563247680664,1.1786974668502808,True
haulier,1.075920581817627,1.7462682723999023,1.1778111457824707,True
haunch,1.1597728729248047,1.6562950611114502,1.1839319467544556,True
haunt,3.577946901321411,1.921106219291687,1.500947117805481,True
haunted,2.234642267227173,1.5073353052139282,1.2580225467681885,True
haunting,3.8788747787475586,2.330063581466675,1.7910618782043457,True
hauntingly,1.0785624980926514,1.7433685064315796,1.1780688762664795,True
haunts,1.950425624847412,1.024537444114685,1.0250369310379028,True
haute,1.0751746892929077,1.7470839023590088,1.1777414083480835,True
hauteur,1.0824967622756958,1.7390263080596924,1.1784769296646118,True
hauz,1.079060435295105,1.7428205013275146,1.17811918258667,True
have,1.0857093334197998,1.7354663610458374,1.1788241863250732,True
haven,1.1228632926940918,2.6755778789520264,1.2015588283538818,True
haversack,1.1684010028839111,1.6476054191589355,1.1839934587478638,True
havin,1.2715904712677002,1.5462779998779297,1.1821314096450806,True
havlagah,1.152353048324585,1.6638110876083374,1.1838358640670776,True
havoc,3.6782665252685547,1.8317065238952637,1.4900270700454712,True
hawaiian,1.2448697090148926,1.463590383529663,1.2915397882461548,True
hawe,1.0805755853652954,1.741149663925171,1.1782747507095337,True
hawk,1.3279825448989868,1.4926553964614868,1.1793620586395264,True
hawker,1.3175512552261353,1.5025014877319336,1.1799472570419312,True
hawkish,2.6606905460357666,1.8219863176345825,1.5173232555389404,True
hawkishness,1.0873677730560303,1.7336256504058838,1.179006576538086,True
hawkmoon,1.159045696258545,1.6570289134979248,1.1839252710342407,True
hawser,1.1606489419937134,1.6554113626480103,1.1839396953582764,True
hawwa,1.0819001197814941,1.7396862506866455,1.1784136295318604,True
haxhi,1.1444615125656128,1.6718997955322266,1.183638572692871,True
hayagreeva,1.3154584169387817,1.5044801235198975,1.1800614595413208,True
hayseed,1.338348388671875,1.4828951358795166,1.1787564754486084,True
haywire,1.9636168479919434,1.678665041923523,1.3577181100845337,True
hazard,2.555687665939331,1.951967477798462,1.4923450946807861,True
